transaction_id,customer_id,transaction_date,amount
207,4670,2020-05-12,20
208,2923,2023-01-08,20
209,6655,2024-09-04,30
210,2022,2022-05-26,10
211,3625,2024-04-14,20
212,6345,2022-09-10,30
213,7779,2020-11-29,20
214,137,2021-05-16,30
215,4226,2021-02-02,20
216,9411,2022-01-24,10
217,9210,2022-07-09,10
218,3141,2023-09-04,20
219,2588,2021-01-29,20
220,6670,2021-10-10,20
221,2606,2021-03-29,10
222,5005,2024-03-05,20
223,8401,2024-09-05,10
224,7505,2020-08-17,20
225,3811,2020-12-05,20
226,6081,2024-12-01,30
227,7409,2023-12-20,10
228,4154,2024-11-02,20
229,3377,2021-12-31,10
230,1369,2022-07-27,30
231,7810,2020-06-17,10
232,3801,2021-12-05,10
233,1038,2023-08-19,10
234,993,2023-11-13,10
235,7313,2021-03-30,10
236,4511,2021-07-29,10
237,394,2024-01-20,10
238,8006,2021-06-30,20
239,3687,2023-05-23,20
240,358,2022-07-11,10
241,4005,2024-01-15,10
242,1182,2025-02-13,20
243,6818,2020-08-15,30
244,2066,2021-03-09,20
245,6872,2023-09-07,30
246,3130,2023-11-14,10
247,155,2021-01-14,10
248,9747,2020-03-26,20
249,8679,2020-07-23,20
250,6295,2021-10-16,20
251,9575,2023-07-25,10
252,2416,2022-08-08,20
253,1071,2022-12-08,20
254,2255,2021-10-25,30
255,8043,2024-11-01,10
256,9699,2022-01-25,10
257,7808,2020-11-21,10
258,6841,2021-01-18,20
259,6714,2024-01-09,10
260,2191,2022-12-28,20
261,7265,2022-03-22,30
262,9263,2023-03-24,10
263,8383,2020-08-07,30
264,8332,2023-04-17,30
265,7399,2021-01-12,10
266,2973,2022-04-03,10
267,1515,2025-02-25,20
268,3971,2021-10-23,30
269,4720,2025-01-24,30
270,1346,2024-02-09,20
271,1918,2020-04-24,10
272,7642,2020-06-13,30
273,8645,2020-03-03,20
274,1612,2020-09-13,30
275,2079,2021-09-26,30
276,2065,2022-01-25,20
277,7380,2024-07-26,30
278,5780,2023-05-08,20
279,9451,2021-07-22,20
280,7151,2021-04-25,30
281,354,2021-01-17,30
282,5719,2022-08-08,10
283,3637,2020-07-29,10
284,9756,2023-08-12,30
285,6045,2022-03-19,10
286,712,2024-03-02,10
287,9049,2023-03-18,20
288,4273,2024-09-23,30
289,1430,2021-03-18,10
290,6445,2024-06-18,10
291,3421,2024-06-30,10
292,2069,2020-09-11,30
293,7160,2021-07-01,20
294,4807,2022-12-03,30
295,6845,2021-03-07,20
296,8344,2022-09-07,10
297,3232,2024-07-30,30
298,2907,2021-06-07,20
299,3552,2024-10-27,10
300,9659,2022-09-13,10
301,4192,2024-10-09,30
302,3424,2021-08-06,20
303,4058,2022-10-04,10
304,5195,2024-08-16,10
305,3666,2022-12-12,10
306,4736,2023-03-03,20
307,9349,2025-02-12,20
308,6390,2025-01-10,10
309,7883,2022-01-16,20
310,5290,2023-10-03,10
311,7799,2021-11-26,10
312,3409,2021-03-21,20
313,1162,2021-02-14,20
314,1260,2022-11-04,30
315,4091,2024-08-07,30
316,5691,2024-07-08,20
317,2982,2023-07-15,20
318,8066,2023-04-09,20
319,3555,2022-06-02,20
320,9417,2023-01-02,10
321,2390,2023-06-20,10
322,8159,2022-07-01,30
323,1015,2022-01-27,20
324,5730,2022-08-27,30
325,3714,2022-05-25,20
326,1493,2020-12-05,20
327,7586,2021-07-20,20
328,4123,2023-12-08,10
329,9893,2021-01-04,30
330,455,2020-07-14,20
331,918,2020-08-18,30
332,6724,2024-03-30,30
333,8206,2020-05-26,10
334,6242,2024-11-17,10
335,4375,2022-12-06,20
336,6060,2021-09-22,30
337,490,2020-06-03,10
338,985,2023-08-16,30
339,961,2022-09-24,30
340,8051,2021-06-01,20
341,1783,2023-06-06,30
342,5984,2022-10-06,10
343,1870,2021-01-13,20
344,2645,2020-11-09,20
345,6839,2024-08-19,20
346,4346,2022-05-01,10
347,5703,2021-10-04,20
348,8076,2022-06-22,30
349,7631,2020-11-10,20
350,5903,2023-02-08,10
351,6033,2024-12-06,10
352,1826,2021-09-20,20
353,3111,2020-08-08,30
354,3771,2023-10-02,10
355,30,2021-04-27,10
356,8959,2023-12-21,10
357,8807,2023-11-09,20
358,9197,2024-05-06,10
359,2122,2025-02-19,10
360,3010,2021-03-04,10
361,3820,2020-08-27,20
362,7740,2023-07-07,10
363,8216,2023-06-13,10
364,4060,2024-06-02,20
365,2911,2021-04-10,20
366,1971,2022-03-01,30
367,9731,2022-04-18,10
368,6656,2020-03-22,20
369,4768,2023-04-21,30
370,8763,2025-01-19,10
371,1243,2020-03-18,20
372,713,2024-08-01,20
373,9486,2023-01-18,10
374,2867,2023-11-28,10
375,9867,2020-04-01,30
376,6154,2022-06-01,10
377,5588,2023-01-22,10
378,9552,2020-08-09,10
379,8828,2020-11-28,20
380,9402,2023-01-09,30
381,7714,2023-12-24,30
382,6862,2020-03-05,30
383,1298,2023-07-13,20
384,358,2021-02-27,10
385,5103,2025-01-31,20
386,241,2021-10-21,30
387,6855,2020-03-12,10
388,1827,2021-05-10,10
389,8116,2024-07-07,30
390,3559,2020-11-13,10
391,3861,2020-07-19,20
392,4448,2023-07-09,30
393,4140,2025-01-22,20
394,138,2022-11-26,10
395,3735,2023-08-19,30
396,1968,2023-11-25,10
397,6580,2024-05-02,30
398,4850,2022-01-22,30
399,8335,2024-11-15,30
400,7168,2024-12-04,30
401,5943,2023-12-29,30
402,7467,2024-10-31,10
403,6406,2025-01-24,30
404,5516,2021-11-15,20
405,8052,2022-03-19,30
406,2020,2023-07-02,20
407,6175,2023-11-21,10
408,7093,2020-12-23,30
409,2850,2024-02-10,30
410,1193,2021-08-29,20
411,2356,2021-05-29,30
412,2507,2024-12-08,10
413,334,2023-10-17,10
414,2563,2023-07-22,30
415,1796,2020-09-11,20
416,254,2020-08-07,10
417,3658,2023-12-04,30
418,7503,2023-03-31,20
419,9616,2022-10-19,20
420,3238,2021-07-24,10
421,3332,2025-01-24,30
422,1028,2024-11-02,10
423,2167,2021-10-14,20
424,470,2022-06-07,10
425,7661,2024-04-12,30
426,7906,2022-01-28,10
427,5984,2024-10-18,20
428,1094,2020-06-21,10
429,4790,2021-12-10,20
430,2913,2022-11-18,20
431,5490,2021-06-01,20
432,181,2020-04-05,10
433,9413,2020-06-01,30
434,4143,2020-03-27,20
435,3624,2022-11-18,10
436,4730,2022-01-13,20
437,5260,2020-03-03,10
438,8030,2024-09-13,20
439,9756,2023-08-20,10
440,4685,2020-05-04,20
441,7855,2023-01-30,20
442,3633,2023-02-02,20
443,5974,2023-10-29,30
444,6418,2024-06-11,10
445,1563,2024-06-19,30
446,1414,2022-12-02,10
447,6505,2023-11-18,20
448,1018,2022-03-19,10
449,3655,2020-09-21,10
450,6843,2020-07-19,20
451,8950,2020-12-24,20
452,6099,2024-08-22,20
453,8813,2020-09-22,10
454,3585,2021-05-04,20
455,182,2023-01-23,20
456,6830,2023-12-27,10
457,2668,2022-11-16,30
458,9992,2022-11-09,10
459,6174,2022-05-19,10
460,5422,2022-03-24,10
461,9692,2023-08-25,20
462,9177,2023-01-05,10
463,2365,2020-10-14,30
464,5517,2020-06-09,10
465,3306,2023-08-06,10
466,2216,2021-08-13,20
467,126,2021-04-09,20
468,2621,2020-10-15,30
469,4216,2024-09-05,10
470,1452,2023-01-15,10
471,9201,2023-04-16,10
472,9406,2020-04-17,10
473,5548,2020-07-13,10
474,6704,2022-11-05,10
475,7370,2024-01-07,20
476,3131,2020-07-13,30
477,697,2022-07-23,10
478,2271,2021-01-20,10
479,9708,2023-11-04,20
480,9227,2021-08-27,10
481,9728,2023-07-10,20
482,9006,2021-06-19,30
483,8502,2024-04-02,10
484,9204,2020-05-31,30
485,9211,2021-03-27,10
486,3412,2022-08-14,30
487,3719,2023-12-15,30
488,6718,2023-02-05,10
489,4921,2021-07-17,30
490,2045,2024-04-06,20
491,1117,2023-10-12,20
492,1157,2020-05-15,30
493,989,2021-08-25,30
494,5588,2022-01-03,20
495,1829,2023-11-14,10
496,7873,2021-10-01,20
497,6089,2020-08-26,30
498,2346,2021-07-28,20
499,9277,2020-03-13,10
500,3006,2024-09-19,20
501,4436,2024-10-24,10
502,6629,2025-01-26,30
503,77,2021-06-26,20
504,5753,2021-02-16,20
505,2563,2022-08-01,10
506,1573,2020-06-14,20
507,7088,2023-10-03,20
508,5971,2021-04-04,10
509,7953,2023-04-17,20
510,6610,2022-09-20,10
511,8057,2022-10-04,30
512,3112,2021-09-20,20
513,2738,2024-10-04,10
514,9545,2021-03-16,10
515,5405,2021-08-28,20
516,9139,2023-04-20,10
517,4650,2020-04-13,30
518,3869,2023-04-10,30
519,3138,2021-11-19,20
520,7825,2023-03-04,30
521,6137,2021-05-28,20
522,7800,2020-06-30,20
523,3487,2022-12-14,10
524,1003,2023-07-22,10
525,9012,2021-10-30,10
526,8615,2021-11-22,10
527,8764,2024-02-08,20
528,7907,2022-09-14,10
529,5360,2021-10-11,10
530,4531,2022-06-25,30
531,9616,2022-01-20,20
532,1634,2021-12-01,30
533,6670,2020-04-04,30
534,1754,2022-08-17,30
535,8660,2021-11-07,10
536,6354,2021-05-03,20
537,9899,2024-01-10,30
538,8265,2022-06-06,30
539,147,2024-01-26,20
540,7508,2024-11-01,10
541,317,2022-09-06,30
542,8798,2022-08-01,20
543,8767,2023-05-14,10
544,1178,2023-06-07,10
545,3423,2020-03-05,10
546,2595,2021-11-15,10
547,8504,2022-08-12,10
548,765,2023-05-09,20
549,7837,2020-07-08,10
550,6278,2023-07-13,30
551,436,2020-06-10,20
552,3352,2021-08-02,30
553,2931,2025-01-15,30
554,135,2024-11-22,10
555,4619,2023-05-04,10
556,8996,2021-07-27,20
557,2367,2024-10-15,20
558,9669,2021-05-08,30
559,3416,2021-11-17,10
560,1007,2022-05-24,10
561,7909,2021-04-24,30
562,9185,2024-09-18,10
563,4692,2023-10-30,20
564,7670,2024-02-15,30
565,7830,2021-05-30,10
566,1897,2021-02-08,30
567,3066,2022-04-16,10
568,2749,2024-11-24,10
569,6693,2023-02-14,10
570,2662,2023-12-21,20
571,2979,2023-05-22,30
572,6950,2021-11-02,20
573,6376,2024-02-13,20
574,6460,2022-11-04,30
575,6108,2021-11-04,30
576,9941,2023-03-01,10
577,6502,2023-09-21,10
578,2662,2020-12-09,30
579,6166,2024-03-25,10
580,8211,2021-10-19,10
581,3359,2024-08-24,30
582,276,2021-10-10,20
583,4079,2021-11-02,30
584,4755,2023-04-17,30
585,4699,2021-05-24,20
586,365,2024-01-05,10
587,795,2022-11-26,20
588,6796,2024-03-03,20
589,5871,2020-03-15,30
590,590,2024-02-29,10
591,4295,2021-05-07,10
592,4314,2022-12-01,20
593,8933,2020-08-06,30
594,4746,2022-12-06,20
595,7378,2024-01-09,10
596,8862,2021-03-20,10
597,1438,2024-06-06,30
598,9048,2022-12-31,30
599,4034,2024-09-30,20
600,1894,2024-03-28,30
601,7520,2025-01-10,20
602,9379,2020-11-12,30
603,1843,2020-10-07,20
604,6245,2024-01-30,10
605,327,2024-07-10,10
606,2401,2022-11-14,10
607,8107,2022-03-27,10
608,4279,2025-01-14,10
609,4551,2020-11-13,10
610,7501,2022-06-24,30
611,4016,2022-10-31,30
612,5453,2024-02-24,30
613,4307,2024-10-10,20
614,8243,2021-12-05,30
615,9661,2023-09-05,30
616,7827,2022-05-17,20
617,9202,2023-06-10,20
618,6784,2021-09-27,10
619,3558,2021-11-30,30
620,9267,2024-09-22,30
621,154,2023-10-02,20
622,8774,2023-07-20,10
623,788,2024-05-12,30
624,4887,2021-08-24,20
625,3382,2022-10-26,20
626,7567,2024-06-22,30
627,6278,2021-09-16,20
628,2268,2021-06-26,20
629,4259,2020-10-22,30
630,971,2020-09-26,10
631,8840,2023-02-04,30
632,946,2025-02-01,10
633,5619,2021-06-12,20
634,8192,2023-01-04,30
635,1496,2020-07-15,30
636,2048,2023-03-09,10
637,9365,2020-09-15,20
638,2887,2020-07-28,30
639,5189,2020-06-07,30
640,4159,2022-06-08,20
641,8925,2020-11-30,10
642,3462,2020-09-06,30
643,6734,2021-05-25,20
644,1658,2020-07-01,30
645,5044,2020-04-15,30
646,6361,2020-06-15,30
647,479,2023-04-12,10
648,9330,2024-07-15,20
649,3954,2020-08-12,30
650,9169,2021-09-01,30
651,8429,2020-04-23,30
652,4044,2023-07-05,10
653,598,2022-04-24,30
654,9895,2021-05-21,20
655,8357,2023-11-03,10
656,2325,2023-05-27,20
657,7300,2021-12-01,30
658,570,2021-01-13,30
659,3329,2025-02-16,10
660,141,2021-12-29,30
661,8878,2023-12-24,20
662,8879,2022-09-24,20
663,3281,2022-05-23,20
664,2764,2021-10-01,30
665,3591,2023-01-16,30
666,2039,2023-10-29,10
667,1075,2024-03-30,10
668,5623,2020-08-17,20
669,2226,2025-01-25,20
670,7524,2023-11-29,10
671,9534,2024-06-30,10
672,9882,2022-02-20,20
673,364,2024-07-11,10
674,9260,2020-10-20,30
675,2031,2024-09-08,30
676,6686,2021-07-30,10
677,6466,2021-07-21,10
678,6792,2024-08-06,30
679,6158,2022-11-21,30
680,618,2023-03-20,20
681,5438,2021-09-11,10
682,1983,2022-02-24,30
683,5711,2023-07-07,10
684,194,2024-05-24,30
685,8165,2024-11-24,30
686,4459,2024-09-28,10
687,1120,2020-03-24,20
688,6912,2024-02-29,30
689,6541,2023-06-11,10
690,527,2020-09-19,30
691,7155,2023-05-31,10
692,4880,2022-01-13,10
693,9975,2021-10-12,30
694,5846,2020-10-09,20
695,7972,2024-09-05,30
696,2674,2024-12-19,30
697,7761,2021-10-03,20
698,7198,2023-11-27,20
699,5102,2024-01-05,10
700,3527,2021-02-02,10
701,3850,2024-02-11,20
702,1635,2020-04-07,20
703,94,2020-10-29,30
704,3367,2023-02-23,20
705,7717,2023-04-09,30
706,2947,2024-09-06,30
707,89,2025-01-21,30
708,2551,2022-08-12,20
709,6138,2021-11-03,20
710,6358,2022-09-08,30
711,1446,2020-05-19,20
712,4622,2020-07-23,10
713,6336,2024-11-22,10
714,1831,2024-05-26,30
715,6786,2023-02-10,20
716,7392,2022-09-23,10
717,555,2020-09-02,30
718,2435,2022-05-26,10
719,8873,2023-11-08,30
720,6920,2023-06-06,30
721,5594,2021-12-09,30
722,9824,2020-05-09,10
723,203,2024-11-13,30
724,7154,2023-12-05,30
725,4543,2021-04-01,10
726,8011,2021-09-05,30
727,9879,2025-03-01,10
728,829,2022-10-04,30
729,7171,2023-06-21,20
730,2023,2021-06-07,20
731,8295,2023-06-09,10
732,9750,2023-10-31,30
733,4212,2023-05-01,10
734,4955,2023-03-09,30
735,4088,2022-03-26,10
736,8296,2021-07-03,20
737,6786,2022-07-07,10
738,8999,2023-11-29,20
739,7167,2021-05-13,20
740,4656,2023-09-02,20
741,2075,2024-05-29,10
742,8719,2022-05-12,10
743,6919,2020-06-24,20
744,3437,2020-10-15,10
745,5049,2020-05-12,30
746,8490,2024-11-29,20
747,4873,2023-11-08,30
748,361,2024-08-09,20
749,4600,2022-05-27,30
750,6732,2020-04-12,20
751,2078,2021-01-11,20
752,2174,2024-04-27,20
753,4692,2024-10-24,10
754,9782,2023-08-28,30
755,1390,2025-02-06,20
756,7963,2024-05-09,10
757,5972,2022-02-09,20
758,3515,2023-06-07,30
759,8455,2021-04-10,20
760,2920,2021-12-08,10
761,2,2020-12-24,20
762,1934,2023-07-14,20
763,394,2023-07-20,20
764,8498,2022-11-07,20
765,530,2020-08-05,10
766,4624,2024-01-22,20
767,9157,2024-11-22,30
768,8863,2024-03-31,30
769,4069,2024-01-23,20
770,7508,2024-06-24,10
771,6496,2020-03-03,30
772,6954,2023-05-03,20
773,5054,2020-04-21,20
774,2673,2023-04-06,10
775,1714,2023-05-24,20
776,4045,2023-05-02,10
777,636,2023-09-11,30
778,5135,2021-08-06,20
779,6620,2021-09-18,10
780,9310,2022-01-15,20
781,7446,2024-02-26,20
782,6603,2020-10-12,30
783,38,2021-04-28,20
784,9825,2020-07-08,10
785,3776,2022-07-25,10
786,4086,2021-07-15,10
787,8711,2021-06-17,20
788,5121,2024-03-24,20
789,6745,2025-03-01,30
790,1042,2022-01-30,20
791,4716,2023-05-15,10
792,1395,2021-06-23,10
793,2870,2022-06-02,30
794,3677,2022-12-19,10
795,3722,2021-08-30,10
796,5691,2020-03-20,10
797,5819,2022-07-18,30
798,235,2020-05-28,30
799,3141,2020-06-23,10
800,8639,2023-10-31,10
801,8200,2023-04-22,20
802,1000,2024-09-19,20
803,1335,2025-01-01,10
804,8326,2021-07-23,20
805,8248,2020-09-24,10
806,5089,2023-05-20,10
807,5480,2020-08-15,20
808,6091,2024-06-15,30
809,1112,2024-12-08,30
810,9716,2021-02-09,30
811,8336,2023-05-02,10
812,2917,2025-01-28,10
813,6800,2021-05-15,30
814,2104,2022-01-12,30
815,8812,2023-01-07,30
816,5126,2022-07-20,10
817,6591,2021-05-01,10
818,9601,2024-02-12,20
819,2922,2022-07-17,20
820,4735,2024-04-17,20
821,3374,2023-04-05,30
822,6755,2024-01-18,10
823,837,2025-01-29,20
824,9778,2021-12-11,20
825,9029,2021-04-29,20
826,6708,2022-11-10,20
827,5313,2020-12-27,30
828,9590,2020-10-04,10
829,3823,2021-12-31,10
830,6154,2025-02-04,10
831,805,2024-05-15,20
832,1076,2020-04-06,30
833,9606,2022-02-03,30
834,4453,2021-06-28,30
835,1664,2023-07-21,10
836,7429,2024-03-12,10
837,2054,2020-06-13,30
838,2421,2024-10-26,20
839,2529,2021-12-12,10
840,4318,2020-06-07,10
841,7978,2024-01-13,20
842,8707,2022-11-08,20
843,7228,2020-04-25,10
844,8413,2020-11-09,20
845,228,2022-03-23,20
846,2338,2024-05-08,20
847,956,2025-02-23,20
848,1498,2024-08-23,20
849,9473,2021-09-19,30
850,1979,2024-07-08,10
851,1530,2021-10-25,30
852,2663,2021-06-16,30
853,6434,2021-01-19,30
854,7446,2022-12-05,10
855,4285,2021-06-20,10
856,9110,2022-10-27,10
857,1202,2024-09-12,30
858,7132,2024-07-12,10
859,9814,2023-09-07,30
860,760,2023-11-09,20
861,5574,2022-02-08,10
862,5162,2020-05-03,20
863,4290,2021-11-17,30
864,5447,2022-11-10,10
865,9681,2024-05-17,10
866,4259,2021-06-11,20
867,4372,2021-11-23,30
868,1666,2020-08-28,30
869,6919,2023-01-27,10
870,6624,2021-04-06,10
871,8652,2024-11-22,10
872,7433,2023-01-20,10
873,6683,2022-08-15,10
874,6229,2023-06-05,30
875,5828,2021-11-02,10
876,5436,2022-06-16,20
877,7637,2022-12-09,10
878,1366,2023-03-02,10
879,7345,2024-02-13,30
880,3202,2020-09-18,30
881,4753,2024-11-16,30
882,9576,2024-08-23,20
883,6092,2022-09-11,30
884,6615,2025-03-01,10
885,1522,2020-06-16,30
886,7522,2020-10-19,20
887,6560,2021-09-12,10
888,1624,2024-01-06,10
889,8874,2021-10-08,20
890,3135,2022-10-11,30
891,5821,2023-07-06,30
892,4995,2020-06-13,30
893,4697,2020-11-12,30
894,1868,2020-03-11,20
895,9392,2022-04-17,20
896,2824,2024-11-09,30
897,6107,2023-05-31,20
898,169,2020-07-18,10
899,7788,2023-08-19,30
900,8631,2021-05-10,10
901,4910,2024-11-18,10
902,8028,2024-02-02,10
903,4682,2023-05-09,30
904,9056,2020-11-25,30
905,5138,2022-08-15,30
906,8332,2021-06-02,20
907,5235,2023-08-21,30
908,225,2021-01-08,10
909,8750,2025-01-22,30
910,6583,2020-07-06,20
911,1574,2023-03-03,30
912,8578,2023-10-12,20
913,8713,2022-12-13,10
914,6764,2024-04-02,10
915,5218,2023-09-01,10
916,3143,2021-07-18,10
917,3502,2024-05-06,10
918,1500,2024-10-17,10
919,9670,2022-11-29,20
920,9096,2024-08-25,10
921,9824,2022-01-02,30
922,6688,2023-05-17,20
923,5246,2020-10-17,20
924,9363,2021-01-24,30
925,1745,2022-12-12,30
926,2040,2022-10-05,30
927,8312,2023-10-13,30
928,3858,2024-07-20,30
929,9868,2023-08-07,10
930,9513,2024-12-21,20
931,4951,2023-11-02,30
932,9208,2025-01-21,30
933,7088,2020-09-30,20
934,6032,2023-10-29,20
935,1744,2023-08-12,10
936,3542,2023-08-13,20
937,9639,2020-03-13,30
938,3617,2023-11-25,20
939,3895,2023-09-30,30
940,1725,2023-10-22,20
941,6228,2022-02-04,20
942,4063,2020-03-18,10
943,7848,2024-04-13,30
944,4282,2023-11-15,10
945,8264,2020-05-18,10
946,2201,2021-04-23,30
947,2144,2022-01-08,20
948,3182,2021-08-12,10
949,9674,2024-08-01,20
950,2876,2024-10-29,20
951,6521,2020-08-28,10
952,1097,2020-12-19,10
953,8916,2021-09-13,10
954,6919,2024-04-17,20
955,8149,2024-12-02,30
956,3215,2020-03-08,30
957,7750,2023-03-27,10
958,5565,2024-05-06,20
959,2872,2023-06-04,10
960,4490,2024-10-26,20
961,4608,2022-09-24,30
962,6765,2021-03-22,30
963,5835,2022-11-27,10
964,9913,2022-11-29,10
965,3400,2023-03-04,30
966,5379,2023-10-18,20
967,1858,2022-04-30,30
968,7605,2021-09-23,20
969,7732,2021-12-27,10
970,2397,2021-11-18,30
971,2262,2023-08-20,10
972,1313,2022-02-20,30
973,2306,2020-03-29,10
974,5508,2022-02-18,30
975,10000,2020-04-23,30
976,2742,2021-09-29,10
977,3337,2022-06-25,30
978,7481,2022-03-26,30
979,5160,2025-01-26,30
980,998,2020-07-03,30
981,6354,2024-02-02,10
982,2320,2021-10-05,10
983,3208,2020-11-23,30
984,8791,2024-07-30,30
985,9276,2023-03-30,10
986,3582,2020-05-26,30
987,3087,2021-01-10,20
988,7167,2020-04-18,10
989,722,2022-07-12,30
990,1155,2022-09-25,20
991,7168,2022-07-18,30
992,17,2024-08-20,30
993,7098,2021-07-16,30
994,9184,2020-07-27,20
995,2233,2020-12-04,20
996,1447,2020-08-10,10
997,9658,2023-06-27,30
998,5775,2021-07-29,30
999,3084,2024-05-28,20
1000,9736,2020-10-10,30
1001,8272,2021-07-12,30
1002,6953,2025-03-03,30
1003,7842,2023-05-14,20
